index,_id,tags,tags1
Node JS,61b30b40b733d139bc0e7fbd,"['Practical implementation of Node JS in real world', 'End to End concepts understanding', 'KeshavSingh', ['Practical implementation of Node JS in real world', 'End to End concepts understanding']]","Practical implementation of Node JS in real world End to End concepts understanding KeshavSingh ['Practical implementation of Node JS in real world', 'End to End concepts understanding']"
DSAR,61b30b40b733d139bc0e7fbb,"['Business Strategies', 'Data Science Architecture of various domain', 'Project Architecture', 'Project Pipeline', 'SudhanshuKumar', ['Business Strategies', 'Data Science Architecture of various domain', 'Project Architecture', 'Project Pipeline']]","Business Strategies Data Science Architecture of various domain Project Architecture Project Pipeline SudhanshuKumar ['Business Strategies', 'Data Science Architecture of various domain', 'Project Architecture', 'Project Pipeline']"
Tableau Foundation,61b30b40b733d139bc0e7fb9,"['Tableau tools', 'Practical implementation ', 'Tableau complete understanding', 'AmitBose', ['Tableau tools', 'Practical implementation ', 'Tableau complete understanding']]","Tableau tools Practical implementation  Tableau complete understanding AmitBose ['Tableau tools', 'Practical implementation ', 'Tableau complete understanding']"
PowerBI Foundation,61b30b40b733d139bc0e7fb7,"['PowerBI tool', 'Complete MS Excel and its Usages', 'Practical implementation', 'MS Excel utility', 'AmitBose', ['PowerBI tool', 'Complete MS Excel and its Usages', 'Practical implementation', 'MS Excel utility']]","PowerBI tool Complete MS Excel and its Usages Practical implementation MS Excel utility AmitBose ['PowerBI tool', 'Complete MS Excel and its Usages', 'Practical implementation', 'MS Excel utility']"
DevOps Foundation,61b30b40b733d139bc0e7fb5,"['DevOps Concepts', 'Usages of DevOps', 'Practical Implementation', 'Logical ability', 'RiteshSingh', ['DevOps Concepts', 'Usages of DevOps', 'Practical Implementation', 'Logical ability']]","DevOps Concepts Usages of DevOps Practical Implementation Logical ability RiteshSingh ['DevOps Concepts', 'Usages of DevOps', 'Practical Implementation', 'Logical ability']"
Data Structure and Algorithm Foundation,61b30b40b733d139bc0e7fb3,"['Data structure and algorithm', 'Use of data structure ', 'Practical implementation ', 'Logical ability', 'PriyaBhatia', ['Data structure and algorithm', 'Use of data structure ', 'Practical implementation ', 'Logical ability']]","Data structure and algorithm Use of data structure  Practical implementation  Logical ability PriyaBhatia ['Data structure and algorithm', 'Use of data structure ', 'Practical implementation ', 'Logical ability']"
Tableau Job Preparation,61b30b02b733d139bc0e7f25,"['KhushaliShah', []]",KhushaliShah []
Artificial Neural Network,61b30af9b733d139bc0e7e79,"['Neural Network', 'Perceptron', 'Evaluation of Neural Network', 'Maths behind concepts of Neural Networks', 'Back Propagation', 'Problems faced while training Neural Network and its solution', 'Building solutions', 'SunnyBhaveenChandra', ['Neural Network', 'Perceptron', 'Evaluation of Neural Network', 'Maths behind concepts of Neural Networks', 'Back Propagation', 'Problems faced while training Neural Network and its solution', 'Building solutions']]","Neural Network Perceptron Evaluation of Neural Network Maths behind concepts of Neural Networks Back Propagation Problems faced while training Neural Network and its solution Building solutions SunnyBhaveenChandra ['Neural Network', 'Perceptron', 'Evaluation of Neural Network', 'Maths behind concepts of Neural Networks', 'Back Propagation', 'Problems faced while training Neural Network and its solution', 'Building solutions']"
Computer Vision Crash Course,61b30af6b733d139bc0e7dea,"['Fundamentals of Computer Vision', 'CNN architectures, Classification', 'Various architecture usages with Computer Vision for advanced level works', 'SudhanshuKumar', ['Fundamentals of Computer Vision', 'CNN architectures, Classification', 'Various architecture usages with Computer Vision for advanced level works']]","Fundamentals of Computer Vision CNN architectures, Classification Various architecture usages with Computer Vision for advanced level works SudhanshuKumar ['Fundamentals of Computer Vision', 'CNN architectures, Classification', 'Various architecture usages with Computer Vision for advanced level works']"
AWS Crash Course,61b30ae8b733d139bc0e7cb6,"['SachinAgarwal', []]",SachinAgarwal []
Advance Computer Vision,61b30ac7b733d139bc0e7aab,"['SudhanshuKumar', []]",SudhanshuKumar []
AIOPS Crash Course,61b30ac3b733d139bc0e7a18,"['AIOps', 'Linux foundation', 'GIT foundation', 'GitHub', 'SunnyBhaveenChandra', ['AIOps', 'Linux foundation', 'GIT foundation', 'GitHub']]","AIOps Linux foundation GIT foundation GitHub SunnyBhaveenChandra ['AIOps', 'Linux foundation', 'GIT foundation', 'GitHub']"
SQL Projects,61b3098b1a472863e05669c3,"['Start with Entity Relationship Model(ERM) logic.', 'Build stored procedure based on the business use case.', 'Database schema design', 'Imran', ['Start with Entity Relationship Model(ERM) logic.', 'Build stored procedure based on the business use case.', 'Database schema design']]","Start with Entity Relationship Model(ERM) logic. Build stored procedure based on the business use case. Database schema design Imran ['Start with Entity Relationship Model(ERM) logic.', 'Build stored procedure based on the business use case.', 'Database schema design']"
R Programming Job Preparation,61b3090e1a472863e05665de,"['Statistics overview', 'In depth discusson for various types of questions asked in interviews and how to approach them', 'Discussion on resume building.', 'ShlokPandey', ['Statistics overview', 'In depth discusson for various types of questions asked in interviews and how to approach them', 'Discussion on resume building.']]","Statistics overview In depth discusson for various types of questions asked in interviews and how to approach them Discussion on resume building. ShlokPandey ['Statistics overview', 'In depth discusson for various types of questions asked in interviews and how to approach them', 'Discussion on resume building.']"
AIOps Projects,61b309031a472863e0566544,"['Design end-to-end machine learning system', 'Monitor and visualize the performance of apps', 'Build CI/CD pipelines', 'Optimizing the model training  & prediction pipelines', 'SunnyBhaveenChandra', ['Design end-to-end machine learning system', 'Monitor and visualize the performance of apps', 'Build CI/CD pipelines', 'Optimizing the model training  & prediction pipelines']]","Design end-to-end machine learning system Monitor and visualize the performance of apps Build CI/CD pipelines Optimizing the model training  & prediction pipelines SunnyBhaveenChandra ['Design end-to-end machine learning system', 'Monitor and visualize the performance of apps', 'Build CI/CD pipelines', 'Optimizing the model training  & prediction pipelines']"
Mern Stack Projects,61b309021a472863e05664fb,"['End to End Project Building', 'Starting of Project', 'Learn both Frontend & Backend', 'Testing', 'Deployment', 'SyedAshraf', ['End to End Project Building', 'Starting of Project', 'Learn both Frontend & Backend', 'Testing', 'Deployment']]","End to End Project Building Starting of Project Learn both Frontend & Backend Testing Deployment SyedAshraf ['End to End Project Building', 'Starting of Project', 'Learn both Frontend & Backend', 'Testing', 'Deployment']"
SQL Job Preparation,61b3084c1a472863e05660d0,"['SQL practice questions ', 'Tackle different questions in interview ', 'Project presentation skills ', 'Database schema design', 'Imran', ['SQL practice questions ', 'Tackle different questions in interview ', 'Project presentation skills ', 'Database schema design']]","SQL practice questions  Tackle different questions in interview  Project presentation skills  Database schema design Imran ['SQL practice questions ', 'Tackle different questions in interview ', 'Project presentation skills ', 'Database schema design']"
Tableau Projects,61b3082c1a472863e0565fda,"['Gain knowledge from end-to-end project reports in Tableau', 'Industry-level experience', 'Power Pivots, Slicers, Power View, Data Analysis Expressions', 'KhushaliShah', ['Gain knowledge from end-to-end project reports in Tableau', 'Industry-level experience', 'Power Pivots, Slicers, Power View, Data Analysis Expressions']]","Gain knowledge from end-to-end project reports in Tableau Industry-level experience Power Pivots, Slicers, Power View, Data Analysis Expressions KhushaliShah ['Gain knowledge from end-to-end project reports in Tableau', 'Industry-level experience', 'Power Pivots, Slicers, Power View, Data Analysis Expressions']"
GCP Projects,61b307ad1a472863e0565d2f,"['GCP IAM and Security', 'GCP Storage & Database Services', 'GCP Management Tools', 'GCP AI Stack', 'Real-time Project implementation on ML, DL & NLP', 'KhushaliShah', ['GCP IAM and Security', 'GCP Storage & Database Services', 'GCP Management Tools', 'GCP AI Stack', 'Real-time Project implementation on ML, DL & NLP']]","GCP IAM and Security GCP Storage & Database Services GCP Management Tools GCP AI Stack Real-time Project implementation on ML, DL & NLP KhushaliShah ['GCP IAM and Security', 'GCP Storage & Database Services', 'GCP Management Tools', 'GCP AI Stack', 'Real-time Project implementation on ML, DL & NLP']"
